host_id,host_name,latitude,longitude,accommodates,beds,minimum_nights,number_of_reviews,review_scores_rating,room_type,neighbourhood_cleansed,price
507138565,Min,40.6860034,-73.8053411,2,2,1,30,4.83,Private room,Jamaica,202.00
2899508,Tom & Jennifer,40.72215,-74.00416,2,1,30,24,4.79,Entire home/apt,SoHo,202.00
415840703,Anyplace,40.70346,-74.00838,2,1,30,0,,Entire home/apt,Financial District,202.00
23772724,The Local Stay,40.78345,-73.9463,4,3,30,1,5,Entire home/apt,Upper East Side,202.00
533234561,Tina,40.76264,-73.9907,2,1,30,0,,Entire home/apt,Hell's Kitchen,202.00
163058941,Anibal E.,40.69531625,-73.90207837,6,2,30,131,4.86,Private room,Ridgewood,202.00
248133997,Tsu,40.762486,-73.9711452,2,1,1,123,4.73,Private room,Midtown,202.00
41658748,Ben,40.73709,-73.98037,4,2,30,10,5,Entire home/apt,Gramercy,202.00
20109188,Neanna,40.70386,-73.93025,2,1,30,261,4.95,Private room,Bushwick,202.00
14438618,Rodney,40.68527,-73.93111,2,1,30,21,4.86,Entire home/apt,Bedford-Stuyvesant,202.00
121399223,Weifeng,40.64367,-74.08182,8,4,30,43,4.89,Entire home/apt,St. George,202.00
201757076,Soledad,40.69803,-73.79576,2,1,30,0,,Private room,Jamaica,202.00
323626028,Daniel,40.82657,-73.95321,2,1,30,9,4.89,Private room,Harlem,202.00
20487896,Mujesira And Francisco,40.78489,-73.97752,4,2,30,0,,Entire home/apt,Upper West Side,201.00
423873487,Shoreham,40.7631,-73.97724,2,1,1,29,4.62,Entire home/apt,Midtown,201.00
266797018,Sohotel,40.71933,-73.994843,2,1,1,61,4.46,Private room,Little Italy,201.00
107434423,Blueground,40.70803,-74.014869,2,1,31,0,,Entire home/apt,Financial District,201.00
20178795,Asha,40.64185,-73.9537,5,4,30,47,4.66,Entire home/apt,Flatbush,201.00
2250778,Peter,40.68392,-73.91642,4,1,3,3,4.67,Entire home/apt,Bedford-Stuyvesant,201.00
435369966,Millennium Downtown,40.710026,-74.01136,2,1,1,25,4.38,Private room,Financial District,201.00
437162526,Happy,40.68753,-73.92684,6,3,30,54,4.7,Entire home/apt,Bedford-Stuyvesant,201.00
448326434,Boomerang,40.75682924,-73.98329587,4,2,30,0,,Entire home/apt,Theater District,201.00
17581024,Kemar,40.67793,-73.98318,4,2,30,76,4.7,Entire home/apt,Gowanus,201.00
51589519,Noomi,40.7144003,-73.9496825,5,3,30,5,4.6,Entire home/apt,Williamsburg,201.00
349820814,Keith,40.68602,-73.98176,4,3,30,74,4.97,Entire home/apt,Boerum Hill,201.00
349820814,Keith,40.68567,-73.98014,3,3,30,95,4.88,Entire home/apt,Boerum Hill,201.00
198231215,Doris,40.85981,-73.92875,5,3,30,18,4.47,Entire home/apt,Inwood,201.00
219517861,Sonder (NYC),40.71099,-74.00944,2,1,2,291,4.84,Entire home/apt,Financial District,201.00
107434423,Blueground,40.7311085,-73.9830833,2,1,31,1,4,Entire home/apt,East Village,201.00
516270081,Amla,40.665798,-73.813854,2,1,2,14,5,Private room,South Ozone Park,201.00
211549023,Studioplus,40.7484,-73.98757,7,4,2,118,4.25,Entire home/apt,Midtown,201.00
211549023,Studioplus,40.71986956,-74.00102015,4,2,1,6,4.5,Private room,SoHo,201.00
448326434,Boomerang,40.75536188,-73.98169521,5,3,30,0,,Entire home/apt,Midtown,201.00
14495913,Justin,40.72578534,-73.99015088,2,1,30,6,5,Entire home/apt,East Village,201.00
108982711,Negra,40.75626502,-73.91593616,6,4,3,179,4.98,Private room,Astoria,201.00
405091843,Stormy,40.67843,-73.93847,4,2,30,78,4.63,Entire home/apt,Bedford-Stuyvesant,201.00
374735401,Marvin,40.78800927,-73.97444857,4,3,2,1,5,Entire home/apt,Upper West Side,201.00
415840703,Anyplace,40.79396,-73.9648,2,1,30,1,4,Entire home/apt,Upper West Side,201.00
169758577,Shatoya,40.65251,-73.95114,6,3,30,100,4.71,Entire home/apt,East Flatbush,201.00
51589519,Noomi,40.7426033,-73.99758911,2,1,30,5,5,Entire home/apt,Chelsea,201.00
46329646,Kadon,40.87971,-73.86849,2,1,30,1,5,Entire home/apt,Olinville,201.00
7258900,Jill,40.71446,-74.00826,2,1,30,1,5,Private room,Tribeca,200.00
392360860,Shola,40.69987,-73.75528,4,,30,0,,Private room,St. Albans,200.00
75248463,Jotham,40.64509,-73.94641,4,2,30,13,4.46,Entire home/apt,East Flatbush,200.00
380355687,Eddie,40.733143,-74.009605,2,,700,7,4.86,Entire home/apt,West Village,200.00
95303084,David,40.78823,-73.96957,5,1,30,53,4.7,Entire home/apt,Upper West Side,200.00
7389352,Chris,40.72555,-73.95576,3,1,30,1,1,Entire home/apt,Greenpoint,200.00
113723310,MyNyHousing,40.78695,-73.94853,4,3,30,2,5,Entire home/apt,East Harlem,200.00
253385,Douglas,40.80255,-73.95803,2,1,30,0,,Private room,Harlem,200.00
1141610,Maria,40.67377,-73.92823,4,2,30,2,5,Entire home/apt,Crown Heights,200.00
2897094,Jullenne,40.86871,-73.83454,4,,30,0,,Entire home/apt,Baychester,200.00
331373674,Paloma & German,40.71837,-73.95117,2,1,30,1,5,Entire home/apt,Williamsburg,200.00
95436015,Abc,40.73347988,-73.99514227,4,,30,0,,Entire home/apt,Greenwich Village,200.00
296641878,Soham,40.7219,-73.996,4,2,30,0,,Entire home/apt,Nolita,200.00
461257467,Avram,40.72937,-73.85137,2,1,30,2,5,Entire home/apt,Forest Hills,200.00
158212655,Carla,40.87469,-73.90169,2,1,30,1,5,Private room,Kingsbridge,200.00
9091410,Julie,40.73675383,-74.00303412,2,1,30,0,,Entire home/apt,West Village,200.00
1184707,John,40.78238,-73.97704,2,1,30,0,,Shared room,Upper West Side,200.00
365350027,Alpha,40.76062113,-73.9593505,4,2,3,3,4.33,Entire home/apt,Upper East Side,200.00
506630940,Dld,40.76063956,-73.91389377,6,2,30,0,,Entire home/apt,Astoria,200.00
14927368,Maria,40.73322975,-73.98173829,4,2,30,3,5,Entire home/apt,Gramercy,200.00
746552,Tom,40.68955,-73.96681,3,1,30,2,5,Private room,Clinton Hill,200.00
2450827,June /Ellie,40.74820354,-73.98862135,5,2,5,0,,Entire home/apt,Midtown,200.00
114178136,Jazmin,40.6744073,-73.9392664,5,2,6,15,4.73,Entire home/apt,Crown Heights,200.00
291556472,The Hawthorne,40.68112596,-73.96642264,2,1,30,0,,Entire home/apt,Prospect Heights,200.00
69503147,Alexandre,40.76667,-73.9342,4,2,30,0,,Entire home/apt,Long Island City,200.00
203531377,Marko,40.73033484,-73.95544041,2,1,30,0,,Entire home/apt,Greenpoint,200.00
2809854,Manuel,40.65555,-73.97763,4,1,30,92,4.98,Entire home/apt,Windsor Terrace,200.00
215922529,Kayla,40.76107915,-73.99909373,3,1,30,0,,Entire home/apt,Hell's Kitchen,200.00
21372426,Kyle,40.78986,-73.94418,2,1,60,0,,Entire home/apt,East Harlem,200.00
104497453,Mark,40.62423,-73.97318,2,1,30,1,5,Private room,Midwood,200.00
384532776,Nathan,40.75923,-73.98907,4,2,30,0,,Entire home/apt,Hell's Kitchen,200.00
8563244,Josh,40.69895,-73.99385,2,2,30,11,4.91,Entire home/apt,Brooklyn Heights,200.00
96608840,Jerry,40.68358,-73.90704,5,2,30,22,4.55,Entire home/apt,Bushwick,200.00
2593223,Ron & Hila,40.78115,-73.95866,2,1,400,1,5,Entire home/apt,Upper East Side,200.00
39828340,Pascale,40.66481,-73.95196,2,1,30,0,,Private room,Crown Heights,200.00
291562857,Darren,40.79271,-73.94157,1,1,30,0,,Private room,East Harlem,200.00
881578,Courtney,40.81209,-73.94593,2,1,30,0,,Entire home/apt,Harlem,200.00
95999344,Marie,40.72719,-73.97775,2,2,30,333,4.81,Entire home/apt,East Village,200.00
18922831,Bert,40.71615,-73.96291,1,1,30,5,5,Entire home/apt,Williamsburg,200.00
12535775,Christina,40.73784,-73.98325,4,2,30,0,,Entire home/apt,Gramercy,200.00
5417600,Elvira,40.6735,-73.98406,6,3,365,3,5,Entire home/apt,Park Slope,200.00
49108760,Blue Angel Hotel,40.76005,-73.96859,2,1,1,47,4.85,Private room,Midtown,200.00
55062858,Jennifer,40.75657,-73.99452,3,2,30,239,4.35,Entire home/apt,Hell's Kitchen,200.00
453806741,Meriam,40.65239,-73.95219,2,1,30,1,4,Entire home/apt,East Flatbush,200.00
291093876,Vilma,40.75005,-73.86892,5,4,30,95,4.88,Entire home/apt,Jackson Heights,200.00
5719357,Kate,40.68271,-73.91648,2,1,30,24,5,Private room,Bedford-Stuyvesant,200.00
59689918,Jamie,40.67849587,-73.91504582,2,2,30,0,,Private room,Bedford-Stuyvesant,200.00
107712101,Neil,40.69543,-73.74037,4,2,30,18,4.94,Entire home/apt,Cambria Heights,200.00
96664487,Hupeto,40.68886,-73.91793,7,4,30,78,4.33,Entire home/apt,Bushwick,200.00
357993424,Ruwaydah,40.68411582,-73.78406193,6,3,30,19,4.89,Entire home/apt,Jamaica,200.00
158212655,Carla,40.87305,-73.8999,2,1,30,2,4,Private room,Kingsbridge,200.00
237118012,Jackie,40.76288,-73.96906,1,1,30,0,,Private room,Upper East Side,200.00
20366520,Lachlan,40.72893,-74.00101,2,,30,3,5,Entire home/apt,Greenwich Village,200.00
56388863,Allison,40.6911,-73.91892,4,2,30,1,5,Entire home/apt,Bushwick,200.00
19750664,Michael,40.70846,-74.01675,2,1,30,0,,Entire home/apt,Battery Park City,200.00
359526434,Benjamin,40.72255,-73.99265,4,2,30,10,4.7,Entire home/apt,Lower East Side,200.00
122708518,Taylor,40.72769,-73.98933,2,1,30,5,4.8,Entire home/apt,East Village,200.00
458591926,Menachem,40.7507,-73.9711,6,2,1,103,4.68,Entire home/apt,Midtown,200.00
5919678,Carole,40.72129,-73.98923,2,1,30,18,4.94,Private room,Lower East Side,200.00
2285974,Cristiana,40.72734,-74.00094,2,1,30,16,4.81,Entire home/apt,SoHo,200.00
3579116,Kristin,40.73135,-74.00371,1,1,30,90,4.99,Private room,West Village,200.00
17016712,Colin,40.71492007,-73.98929157,2,1,30,0,,Entire home/apt,Lower East Side,200.00
289122184,Karen,40.72067,-73.99202,6,3,30,5,4.6,Entire home/apt,Lower East Side,200.00
875830,Sacha,40.753,-73.97072,2,2,30,0,,Entire home/apt,Midtown,200.00
204348856,Ellie And Jeff,40.7525,-73.97083,3,2,30,6,5,Entire home/apt,Midtown,200.00
29497388,Derek + Mona,40.73324,-74.00144,2,1,30,16,5,Entire home/apt,West Village,200.00
8011670,Joel,40.68783,-73.93205,2,2,30,1,5,Entire home/apt,Bedford-Stuyvesant,200.00
495421824,Sherae,40.7131279,-73.98906203,2,1,30,0,,Shared room,Lower East Side,200.00
29582882,Jerry & Lynn,40.75429,-73.97109,3,3,30,0,,Entire home/apt,Midtown,200.00
209483,Kate,40.72854,-74.00031,2,1,30,52,4.83,Entire home/apt,Greenwich Village,200.00
432356078,Sebastian,40.73469,-74.00432,3,1,30,0,,Entire home/apt,West Village,200.00
104626152,Nikki,40.68924,-73.95347,2,1,30,0,,Private room,Bedford-Stuyvesant,200.00
552797074,Kristine Joy,40.75687,-73.97049,5,3,2,0,,Entire home/apt,Midtown,200.00
298841502,Bianca,40.73134,-74.00227,3,1,30,73,4.58,Entire home/apt,West Village,200.00
54256065,Glaucia,40.76379,-73.93009,2,1,30,0,,Private room,Long Island City,200.00
11457199,Gino,40.73087,-73.99417,2,1,30,3,4.67,Entire home/apt,Greenwich Village,200.00
29582882,Jerry & Lynn,40.75242,-73.97193,3,2,30,2,5,Entire home/apt,Midtown,200.00
427086056,Wendy,40.7273843,-73.9874861,2,1,30,2,5,Entire home/apt,East Village,200.00
244920495,Claudia,40.71902436,-73.99730623,2,1,60,3,4.67,Entire home/apt,Little Italy,200.00
51548122,Jeniffer,40.71983,-73.99587,2,1,15,3,5,Private room,Little Italy,200.00
194540,Ed,40.7362357,-73.9860217,2,1,30,0,,Entire home/apt,Gramercy,200.00
456863609,Kaiser,40.75715,-73.99197,4,3,3,7,4.57,Entire home/apt,Hell's Kitchen,200.00
270122518,An Artful Hotel,40.75436,-73.99391,2,1,1,4,4,Private room,Hell's Kitchen,200.00
270122518,An Artful Hotel,40.75436,-73.99391,2,1,1,16,4.63,Private room,Hell's Kitchen,200.00
268298026,Regina,40.76113387,-73.99162989,7,4,2,7,3.86,Entire home/apt,Hell's Kitchen,200.00
492044795,Mikhail,40.74524165,-73.98253763,2,4,30,1,1,Entire home/apt,Midtown,200.00
270122518,An Artful Hotel,40.75436,-73.99391,2,1,1,7,4.29,Private room,Hell's Kitchen,200.00
45362849,Roy,40.72608,-73.97523,4,2,30,0,,Entire home/apt,East Village,200.00
1661244,Tanya,40.72173,-73.99513,2,1,30,17,5,Private room,Nolita,200.00
409005617,Alice,40.77354183,-73.98977192,3,2,30,0,,Entire home/apt,Upper West Side,200.00
8190806,Lauren Wesley,40.681804,-73.99845505,2,1,30,14,5,Entire home/apt,Carroll Gardens,200.00
53179388,Raymond,40.70898,-74.01565,2,1,30,1,5,Entire home/apt,Battery Park City,200.00
20302754,Ruben,40.69285,-73.91138,2,3,30,0,,Entire home/apt,Bushwick,200.00
382471468,Ant,40.76499,-73.98928,2,1,30,0,,Entire home/apt,Hell's Kitchen,200.00
259169672,Arlo NoMad,40.74623,-73.98499,2,1,1,172,4.59,Hotel room,Midtown,200.00
162280872,Urban Furnished,40.7658048,-73.9875795,5,3,30,0,,Entire home/apt,Hell's Kitchen,200.00
503431002,Maureen,40.7785033,-73.98241388,1,1,30,2,5,Entire home/apt,Upper West Side,200.00
1434831,Seth,40.69827821,-73.92304828,2,2,31,0,,Entire home/apt,Bushwick,200.00
57558137,Lauren,40.6900934,-73.91673382,2,2,30,0,,Private room,Bushwick,200.00
530357037,Sarah,40.76018762,-73.99406202,4,1,30,1,5,Entire home/apt,Hell's Kitchen,200.00
496932087,Reservations,40.74562,-73.98531,2,1,1,0,,Private room,Midtown,200.00
44782700,Danielle,40.68393,-73.91919,4,2,30,114,4.78,Entire home/apt,Bedford-Stuyvesant,200.00
120779133,Barbara,40.69007058,-73.91964365,2,1,30,24,4.42,Entire home/apt,Bushwick,200.00
162171692,Jerry And Susan,40.77913148,-73.95004655,3,2,30,2,5,Entire home/apt,Upper East Side,200.00
480118202,Limor,40.78435,-73.94839,5,4,30,3,5,Entire home/apt,Upper East Side,200.00
342815607,Carl,40.76303,-73.9952,3,1,150,0,,Entire home/apt,Hell's Kitchen,200.00
450443676,Welcome To Excellent Homes,40.65423858,-73.95370774,2,1,30,0,,Entire home/apt,Flatbush,200.00
400223681,Michelle,40.77195,-73.95582,3,2,30,87,4.84,Entire home/apt,Upper East Side,200.00
172391931,Francis,40.691,-73.95362,3,1,30,0,,Entire home/apt,Bedford-Stuyvesant,200.00
2522815,Tricia,40.66271,-73.99401,4,2,30,3,5,Entire home/apt,Sunset Park,200.00
1014883,Lindsay,40.73255,-74.00667,3,2,30,5,5,Entire home/apt,West Village,200.00
342142296,Lilia,40.76962,-73.95769,1,1,30,0,,Private room,Upper East Side,200.00
391616930,Danny,40.78523,-73.94973,2,1,3,0,,Entire home/apt,Upper East Side,200.00
479275106,Cindy,40.75192,-73.94168,2,1,30,0,,Private room,Long Island City,200.00
173369017,Brenda,40.72697,-73.9861,2,1,30,7,5,Entire home/apt,East Village,200.00
100982305,RuthlessEstates,40.65388,-73.95522,4,2,30,52,4.71,Entire home/apt,Flatbush,200.00
108699045,Moti,40.65437905,-73.95970169,4,2,30,13,4.69,Entire home/apt,Flatbush,200.00
9946160,Ivana,40.68208,-73.941,4,2,30,116,4.83,Entire home/apt,Bedford-Stuyvesant,200.00
4358400,Shehzad,40.73851,-74.00713,2,1,30,1,5,Entire home/apt,West Village,200.00
26415767,Christopher,40.66516,-73.99484,8,2,30,58,4.57,Entire home/apt,Sunset Park,200.00
2401111,Lamarr,40.69832,-73.91,2,2,30,3,5,Private room,Bushwick,200.00
162280872,Urban Furnished,40.76474,-73.95777,6,3,30,0,,Entire home/apt,Upper East Side,200.00
427360276,Mikaela,40.72114,-73.98776,2,1,30,7,4.29,Private room,Lower East Side,200.00
45166068,Derrick,40.72316,-73.9844,5,2,30,8,4.75,Entire home/apt,East Village,200.00
32714287,Rachel,40.76559752,-73.96098675,4,2,30,0,,Entire home/apt,Upper East Side,200.00
1639979,Neil,40.67978,-73.9998,3,1,30,14,4.79,Entire home/apt,Carroll Gardens,200.00
390268689,Armond,40.64754156,-73.95512781,4,1,30,7,4.71,Entire home/apt,Flatbush,200.00
149603923,Virginia,40.60947,-74.16976,6,4,30,2,5,Entire home/apt,Bull's Head,200.00
10630723,Nancy,40.68936,-73.93685,6,5,30,378,4.81,Entire home/apt,Bedford-Stuyvesant,200.00
348034609,Pankaj,40.82647,-73.84604,2,1,30,9,4.44,Private room,Unionport,200.00
2237283,Vanessa,40.69882,-73.95116,2,1,30,2,5,Entire home/apt,Bedford-Stuyvesant,200.00
343672645,S-Alanis,40.64866,-73.95734,4,2,30,0,,Entire home/apt,Flatbush,200.00
430510722,Matthew,40.67163,-73.98086,6,2,30,127,4.92,Entire home/apt,Park Slope,200.00
117974443,Denisse,40.6934494,-73.9202382,3,2,30,1,5,Entire home/apt,Bushwick,200.00
2102682,Linda,40.70646,-73.92517,2,1,30,59,4.9,Private room,Bushwick,200.00
273393112,Uri,40.61114,-73.95783,6,4,30,1,4,Entire home/apt,Midwood,200.00
364955,Ruperto,40.72997,-74.00196,2,1,30,50,4.85,Entire home/apt,Greenwich Village,200.00
1523018,T,40.72428,-73.99579,1,1,31,157,4.76,Private room,Nolita,200.00
65119217,Frances,40.72599,-73.98559,1,1,30,1,5,Private room,East Village,200.00
104151293,Jacqueline,40.80977,-73.93995,3,2,30,35,5,Entire home/apt,Harlem,200.00
4336107,Bryce,40.67226,-73.95483,4,3,30,10,5,Private room,Crown Heights,200.00
7555690,Braeden,40.71393,-73.93991,1,1,30,1,5,Private room,Williamsburg,200.00
21419119,Sebastien,40.73848,-73.98049,2,1,365,7,5,Entire home/apt,Kips Bay,200.00
308173820,Ioannis,40.76857,-73.89186,3,1,30,0,,Entire home/apt,Ditmars Steinway,200.00
301792915,Bandar,40.6426,-73.99851,3,2,30,2,4,Entire home/apt,Borough Park,200.00
15558725,L,40.81586,-73.94081,4,2,30,5,4.8,Private room,Harlem,200.00
500249074,Caroline,40.65995974,-73.75956697,6,4,30,14,4.5,Entire home/apt,Springfield Gardens,200.00
26766402,Vero,40.67884,-73.96835,2,2,30,8,5,Entire home/apt,Prospect Heights,200.00
30978764,Anna,40.7202946,-73.9544731,2,1,30,8,5,Entire home/apt,Greenpoint,200.00
113121666,Nandanie,40.68358,-73.83081,2,1,30,61,4.67,Private room,Richmond Hill,200.00
52834548,Adalgisa,40.83806,-73.86827,6,2,30,26,4.88,Entire home/apt,Parkchester,200.00
141384185,Ashmita,40.8205,-73.9273,4,2,30,1,1,Entire home/apt,Concourse,200.00
377647905,Emmory,40.74677,-73.97696,2,1,31,114,4.9,Private room,Murray Hill,200.00
232806142,Gabriella,40.68474954,-73.92566833,4,2,30,1,5,Entire home/apt,Bedford-Stuyvesant,200.00
11164502,Ravi,40.68565818,-73.97927488,2,1,31,2,5,Entire home/apt,Boerum Hill,200.00
7167968,Annabel,40.5943,-73.79492,5,5,30,57,4.86,Entire home/apt,Arverne,200.00
107434423,Blueground,40.70803,-74.014869,2,1,31,0,,Entire home/apt,Financial District,200.00
44596503,Josh & Jessica,40.7858,-73.97286,3,1,30,169,4.93,Entire home/apt,Upper West Side,200.00
10630723,Nancy,40.69071,-73.93739,6,5,30,295,4.85,Entire home/apt,Bedford-Stuyvesant,200.00
508738336,Klading,40.68224778,-73.94313903,2,1,30,2,5,Entire home/apt,Bedford-Stuyvesant,200.00
495564291,Jay,40.69374684,-73.94429709,6,3,30,22,4.86,Entire home/apt,Bedford-Stuyvesant,200.00
69539725,Annabelle,40.74018099,-73.98971917,4,2,30,1,5,Entire home/apt,Flatiron District,200.00
11855185,Oksana,40.75669684,-73.96524632,2,1,30,20,4.8,Entire home/apt,Midtown,200.00
5735865,Usquire,40.76511373,-73.96666848,2,1,4,9,5,Entire home/apt,Upper East Side,200.00
16106756,Michael,40.67855,-73.97492,2,1,30,370,4.95,Private room,Park Slope,200.00
470174701,Delia,40.84755808,-73.86802772,7,3,30,0,,Entire home/apt,Van Nest,200.00
29637230,Andrew,40.69476,-73.92108,8,5,30,149,4.94,Entire home/apt,Bushwick,200.00
41080880,Louise,40.67876,-74.01266,4,3,30,29,5,Entire home/apt,Red Hook,200.00
5162192,Amy,40.79879,-73.95972,6,5,30,5,4.4,Entire home/apt,Upper West Side,200.00
135550138,George,40.73723543,-74.00267017,1,1,30,4,5,Entire home/apt,West Village,200.00
22322427,Aby,40.72652,-74.00542,2,1,31,21,4.95,Entire home/apt,SoHo,200.00
502630726,Sash,40.77413,-73.95274,3,3,30,29,4.86,Entire home/apt,Upper East Side,200.00
428705707,Enoch,40.8125762,-73.9178974,2,1,30,39,4.85,Private room,Mott Haven,200.00
207523208,Chris,40.73148,-73.98309,4,3,31,118,4.95,Entire home/apt,East Village,200.00
58366,Linna,40.77149,-73.98071,2,2,30,60,4.57,Entire home/apt,Upper West Side,200.00
425363,Marni,40.68922,-73.95148,4,2,30,145,4.9,Entire home/apt,Bedford-Stuyvesant,200.00
12246186,Eduardo,40.85377,-73.88362,2,1,30,5,5,Private room,Belmont,200.00
22088164,Chris,40.8081158,-73.9398627,6,3,3,4,5,Entire home/apt,East Harlem,200.00
503539393,Bin,40.61382,-74.00148,8,4,30,43,4.84,Entire home/apt,Bensonhurst,200.00
32923003,Vanessa,40.70199,-73.93014,1,1,30,2,5,Private room,Bushwick,200.00
367328551,Dalia,40.69369,-73.9055,4,2,30,44,4.77,Entire home/apt,Bushwick,200.00
9520651,Vivian,40.68368,-73.98487,1,1,30,0,,Private room,Gowanus,200.00
426958468,Lisa,40.86212,-73.90177,3,2,30,12,4.83,Entire home/apt,University Heights,200.00
8997485,Uri,40.598225,-73.980881,8,6,30,113,4.78,Entire home/apt,Gravesend,200.00
222236294,Kieu&Jimmy,40.68773695,-73.95564876,6,2,30,4,4.25,Entire home/apt,Bedford-Stuyvesant,200.00
92451,Cath,40.67924,-73.96445,3,2,30,13,4.85,Entire home/apt,Prospect Heights,200.00
30805991,Daniel,40.70438336,-73.91971437,5,3,30,28,4.61,Entire home/apt,Bushwick,200.00
438825147,Mehmet,40.69203952,-73.95262915,2,1,31,2,5,Entire home/apt,Bedford-Stuyvesant,200.00
266291058,Raul,40.74163055,-73.98011986,6,3,4,33,4.85,Entire home/apt,Kips Bay,200.00
32802716,Christina,40.63686,-73.96722,2,1,30,2,5,Private room,Flatbush,200.00
19547144,Ellen,40.84135537,-73.9255891,4,2,30,11,5,Entire home/apt,Highbridge,200.00
1409262,Sarah,40.64046,-73.95391,10,5,30,186,4.74,Entire home/apt,Flatbush,200.00
349232421,Laurel Summer,40.70749,-74.00569,2,1,30,0,,Entire home/apt,Financial District,200.00
384255628,Carole,40.71764062,-73.99691273,2,1,30,0,,Entire home/apt,Chinatown,200.00
1616218,Liza,40.71606,-74.0002,3,1,30,11,4.82,Entire home/apt,Chinatown,200.00
501999278,RoomPicks,40.76321,-73.98258,8,4,1,2,2,Private room,Theater District,200.00
344223705,Sammy,40.88366,-73.86164,7,2,30,9,4.56,Entire home/apt,Williamsbridge,200.00
256546049,Randel,40.7589,-73.98814,3,2,3,0,,Entire home/apt,Theater District,200.00
918668,Eric,40.67558,-73.95945,2,1,30,0,,Private room,Crown Heights,200.00
1461441,Jonathan,40.67846,-73.95295,6,3,30,14,4.93,Entire home/apt,Crown Heights,200.00
113198009,Tyreik,40.8298,-73.94411,3,3,30,8,4.5,Private room,Harlem,200.00
134672751,Ejder,40.62534,-74.10841,2,1,30,0,,Private room,West Brighton,200.00
9795466,Jerrod,40.67379079,-73.93226175,6,5,30,14,4.86,Entire home/apt,Crown Heights,200.00
412998473,Honora,40.68626,-73.97586,3,1,30,10,4.3,Entire home/apt,Fort Greene,200.00
87967262,Oran,40.70807,-73.95415,2,1,30,6,4.83,Private room,Williamsburg,200.00
186084,Ricardo & Ashlie,40.71535,-73.9921,4,1,30,11,4.82,Entire home/apt,Chinatown,200.00
151880786,Colin,40.70202,-73.82655,10,3,30,9,4.22,Entire home/apt,Richmond Hill,200.00
3272988,Paolo,40.70848,-73.9172,4,2,30,76,4.99,Entire home/apt,Ridgewood,200.00
191735386,Nicole,40.67509,-73.91403,5,3,1,73,4.86,Entire home/apt,Crown Heights,200.00
17196239,Sabine,40.71144,-73.95004,4,2,30,9,5,Entire home/apt,Williamsburg,200.00
6368396,Timothee,40.67665684,-73.94563119,2,2,30,0,,Private room,Crown Heights,200.00
36159435,Cornelia,40.69093,-73.99425,2,1,30,3,4.67,Entire home/apt,Brooklyn Heights,200.00
420415528,Placemakr Wall Street,40.7047772,-74.0064252,2,1,1,8,4.38,Entire home/apt,Financial District,200.00
57059,Lewis,40.80707,-73.94799,5,2,30,28,4.71,Entire home/apt,Harlem,200.00
466700068,John,40.73093401,-73.95541819,5,2,7,1,5,Entire home/apt,Greenpoint,200.00
7365719,Annika And Jon,40.67784,-73.94519,6,3,30,22,4.91,Entire home/apt,Crown Heights,200.00
4218478,Leah,40.70482,-74.01127,2,1,30,0,,Entire home/apt,Financial District,200.00
154239561,Ismael,40.71022,-73.95777,5,2,30,127,4.91,Entire home/apt,Williamsburg,200.00
135237994,Arturo,40.69947,-73.99311,4,2,30,54,4.87,Entire home/apt,Brooklyn Heights,200.00
2033628,Sai,40.67463,-73.95926,3,1,30,8,5,Entire home/apt,Crown Heights,200.00
299545644,Abhishek,40.74229,-73.95238,2,2,30,1,5,Entire home/apt,Long Island City,200.00
228865184,Jacopo,40.805,-73.95536,2,1,30,2,5,Entire home/apt,Harlem,200.00
21170120,Nina,40.68654294,-73.96030702,3,2,30,1,5,Entire home/apt,Clinton Hill,200.00
34506361,Haley,40.70881426,-74.00553759,2,1,30,10,5,Private room,Financial District,200.00
3158364,Devika,40.73622,-73.92455,2,4,365,81,4.52,Private room,Sunnyside,200.00
172366460,Aaron,40.69045,-73.96068,2,1,30,28,4.68,Private room,Clinton Hill,200.00
343951647,Hedy,40.68777,-73.96483,2,1,30,88,4.85,Private room,Clinton Hill,200.00
10620037,Tracy,40.81056,-73.95373,3,1,30,9,4.89,Entire home/apt,Harlem,200.00
34118225,Mo,40.72061,-73.81854,4,3,3,70,5,Entire home/apt,Kew Gardens Hills,200.00
357993424,Ruwaydah,40.70928,-73.76132,4,3,30,3,5,Entire home/apt,Hollis,200.00
80470317,Sergey,40.62534,-74.07705,8,5,30,245,4.34,Entire home/apt,Stapleton,200.00
236432765,Aleks,40.71636581,-73.95480347,6,5,30,278,4.62,Entire home/apt,Williamsburg,200.00
107034314,Merlberg,40.64603163,-73.90389734,2,,1,77,4.99,Entire home/apt,Canarsie,200.00
323626028,Daniel,40.82590563,-73.95325851,5,,30,16,4.94,Entire home/apt,Harlem,200.00
6180052,Andrian,40.68754,-73.97376,2,1,30,18,4.94,Entire home/apt,Fort Greene,200.00
8684081,Laura,40.71789,-73.9589,2,1,30,21,4.81,Entire home/apt,Williamsburg,200.00
7309232,London,40.80873,-73.94404,4,2,30,224,4.65,Entire home/apt,Harlem,200.00
247502306,Arazmis,40.71811,-73.9583,1,1,30,41,4.44,Private room,Williamsburg,200.00
464738071,Asia,40.69045,-73.96063,1,2,30,7,5,Private room,Clinton Hill,200.00
30939930,Ilham,40.71155346,-73.95642995,2,1,30,0,,Entire home/apt,Williamsburg,200.00
334300819,Michele,40.80372704,-73.95848866,2,1,30,13,5,Private room,Morningside Heights,200.00
